City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Bangalore,2023-02-22,143,162.75,174.7,64.82,13.14,1.98,44.35
Pune,2023-10-17,80,35.43,196.28,11.25,60.39,0.93,5.02
Delhi,2023-12-15,47,18.9,97.33,86.3,6.89,2.13,5.55
Hyderabad,2023-11-16,57,70.09,48.53,46.43,23.09,2.14,50.44
Bangalore,2023-12-04,145,179.46,141.47,109.64,31.43,2.42,17.95
Delhi,2023-08-06,157,117.28,280.45,102.09,54.72,0.52,41.86
Mumbai,2023-01-13,58,44.73,97.96,19.9,54.74,2.37,44.0
Bangalore,2023-07-30,88,132.39,33.49,46.41,76.63,1.35,67.75
Pune,2023-05-26,144,130.54,235.82,5.33,69.0,0.63,85.05
Bangalore,2023-01-31,130,146.73,123.93,105.02,58.98,1.69,120.45
Pune,2023-06-22,66,16.83,130.53,112.04,11.81,1.9,146.32
Bangalore,2023-05-29,127,139.62,151.08,71.61,8.66,0.3,101.7
Chennai,2023-04-28,142,158.58,172.27,16.48,55.67,0.76,137.1
Delhi,2023-12-03,69,33.63,135.82,61.68,33.53,1.42,91.29
Ahmedabad,2023-01-29,151,98.18,289.78,64.69,54.85,0.92,117.23
Pune,2023-04-14,105,34.99,260.0,71.17,7.96,1.08,58.32
Hyderabad,2023-05-14,92,92.75,112.99,44.31,59.64,0.71,98.07
Bangalore,2023-01-16,135,117.94,205.64,68.06,70.58,1.75,84.31
Ahmedabad,2023-08-13,102,125.17,101.52,28.82,13.88,2.27,107.97
Hyderabad,2023-04-08,119,124.63,152.55,11.87,54.39,1.54,148.58
Pune,2023-05-13,128,110.84,202.27,79.13,45.78,1.99,34.72
Delhi,2023-07-18,94,36.75,194.28,94.85,47.11,0.54,122.61
Ahmedabad,2023-03-09,111,83.75,208.76,34.89,28.92,2.31,47.12
Bangalore,2023-02-26,161,179.13,218.16,12.15,13.49,0.22,96.48
Mumbai,2023-09-05,117,35.51,288.22,65.91,20.87,1.35,103.54
Hyderabad,2023-10-21,175,186.45,233.04,67.89,16.06,1.25,86.33
Kolkata,2023-04-03,145,101.45,271.35,82.55,12.69,2.49,81.45
Pune,2023-06-05,99,135.23,50.49,78.2,40.86,1.14,143.19
Kolkata,2023-11-28,87,59.31,142.36,73.26,7.7,1.63,147.27
Bangalore,2023-04-18,185,160.59,274.21,113.53,76.89,1.4,146.71
Pune,2023-01-08,81,40.72,153.53,87.61,21.29,1.67,101.66
Mumbai,2023-03-25,138,117.37,236.06,62.37,2.94,0.22,56.77
Ahmedabad,2023-06-05,95,53.45,197.62,30.54,27.09,2.15,110.68
Mumbai,2023-10-05,65,91.45,28.17,60.3,53.67,0.47,46.89
Ahmedabad,2023-09-04,188,184.71,298.11,10.16,61.36,1.05,61.91
Hyderabad,2023-04-04,188,184.5,286.26,71.37,29.86,2.01,41.4
Bangalore,2023-06-30,105,78.13,203.86,32.65,16.94,2.31,19.76
Delhi,2023-11-11,39,51.96,30.9,9.14,15.67,2.19,45.96
Hyderabad,2023-03-09,114,120.51,142.25,71.71,42.3,1.95,45.96
Bangalore,2023-07-18,191,179.88,285.01,107.64,34.72,1.99,74.07
Pune,2023-08-30,85,48.89,185.52,26.41,27.86,2.17,35.03
Chennai,2023-11-20,119,66.1,266.26,57.9,9.41,2.1,11.91
Bangalore,2023-01-24,124,76.99,250.94,64.3,38.14,0.3,47.05
Hyderabad,2023-03-10,106,84.45,173.08,66.18,48.05,0.34,57.52
Chennai,2023-05-18,50,48.11,77.0,6.16,36.12,2.23,12.53
Bangalore,2023-11-28,102,52.62,205.65,90.32,68.18,1.17,48.92
Kolkata,2023-12-23,157,145.4,248.7,25.89,30.93,2.27,121.97
Pune,2023-01-16,129,153.31,130.09,72.92,53.56,0.38,83.95
Delhi,2023-02-01,105,41.79,238.58,72.13,76.27,0.3,43.47
Bangalore,2023-02-17,112,66.35,220.04,92.29,10.0,1.38,78.79
Bangalore,2023-03-22,187,187.26,251.7,85.18,57.72,1.26,138.54
Pune,2023-06-16,123,171.59,116.49,8.55,6.05,0.53,35.94
Bangalore,2023-11-04,52,39.89,53.28,92.94,54.34,1.2,84.65
Chennai,2023-09-28,103,106.27,128.43,109.26,3.25,2.0,23.04
Kolkata,2023-11-10,149,127.02,256.12,16.21,45.6,1.35,107.4
Chennai,2023-06-17,76,19.82,161.34,87.62,69.29,0.61,121.0
Mumbai,2023-05-27,73,85.35,56.88,104.51,14.27,0.91,47.06
Ahmedabad,2023-01-22,154,137.81,243.07,33.8,50.74,1.52,125.76
Mumbai,2023-06-28,74,12.31,208.73,10.96,44.81,0.86,49.48
Mumbai,2023-05-20,114,128.05,113.53,89.26,33.55,0.36,118.65
Kolkata,2023-02-19,121,92.23,211.92,43.23,6.41,1.06,141.95
Hyderabad,2023-03-25,133,137.58,197.04,27.88,34.63,1.93,19.7
Hyderabad,2023-10-07,87,62.5,140.97,117.74,7.27,1.39,31.01
Kolkata,2023-02-27,70,31.53,133.01,89.86,56.96,1.17,55.25
Bangalore,2023-03-12,65,60.21,77.49,60.55,22.95,0.86,100.23
Kolkata,2023-06-03,80,124.69,41.55,13.69,76.21,0.88,18.35
Bangalore,2023-03-25,81,27.5,174.95,78.79,56.9,1.06,86.73
Chennai,2023-12-18,108,125.9,107.61,36.18,48.62,2.19,142.28
Delhi,2023-09-23,103,126.33,79.66,112.99,2.52,1.98,95.65
Kolkata,2023-01-25,84,19.59,195.7,49.35,75.03,1.45,141.25
Delhi,2023-03-14,119,169.56,72.79,82.33,78.21,0.43,6.21
Kolkata,2023-06-27,98,27.6,229.55,110.17,35.85,0.8,67.99
Chennai,2023-09-05,94,53.54,173.13,82.13,56.67,0.67,99.83
Hyderabad,2023-05-31,95,19.5,275.23,8.39,29.77,0.24,16.19
Delhi,2023-10-23,88,77.42,138.94,29.76,48.57,1.57,58.97
Pune,2023-05-18,137,178.14,127.32,61.75,24.1,2.01,62.63
Kolkata,2023-11-17,126,58.14,296.54,38.52,62.12,1.18,34.9
Mumbai,2023-12-11,135,73.39,262.25,110.25,69.07,0.28,119.17
Delhi,2023-02-27,108,57.19,217.53,54.17,36.52,1.69,140.76
Bangalore,2023-01-18,123,166.7,101.87,56.05,3.71,0.89,77.88
Hyderabad,2023-12-29,145,103.31,279.59,17.12,61.63,1.14,100.0
Chennai,2023-04-12,48,40.3,64.93,13.11,16.48,1.73,132.85
Hyderabad,2023-10-30,94,140.18,50.92,38.26,26.16,0.77,79.68
Pune,2023-06-02,94,77.81,119.06,100.28,63.56,0.91,137.5
Ahmedabad,2023-02-05,113,130.12,124.59,36.22,20.08,0.93,136.02
Kolkata,2023-04-19,94,105.6,74.28,103.76,54.8,2.13,129.52
Mumbai,2023-11-09,47,12.52,102.86,57.81,34.07,1.86,60.8
Ahmedabad,2023-02-14,40,41.4,20.56,87.66,59.13,1.38,28.4
Chennai,2023-07-28,127,88.7,225.08,106.39,11.48,1.66,89.41
Delhi,2023-07-20,63,50.26,107.08,24.2,21.01,0.82,53.67
Kolkata,2023-06-01,128,127.1,175.93,52.81,35.46,1.44,105.98
Pune,2023-12-20,137,88.27,263.75,77.61,43.54,0.47,92.82
Ahmedabad,2023-11-13,71,74.07,60.0,84.59,18.09,1.1,134.87
Pune,2023-11-10,102,106.48,137.4,7.08,63.84,0.36,73.77
Pune,2023-01-29,136,129.4,212.82,34.13,2.78,1.86,82.67
Chennai,2023-04-03,170,166.06,256.13,60.79,28.02,2.02,70.44
Mumbai,2023-05-27,178,172.45,267.12,58.63,7.9,1.09,121.51
Mumbai,2023-02-17,47,49.51,31.76,60.11,16.17,1.91,127.95
Bangalore,2023-11-09,159,196.52,146.13,64.04,79.16,0.73,141.67
Delhi,2023-08-09,73,94.81,39.6,88.86,49.46,1.83,59.3
Bangalore,2023-11-27,138,134.78,218.45,5.96,18.98,1.72,75.18
Bangalore,2023-06-08,163,162.85,236.39,68.07,7.18,1.96,89.64
Hyderabad,2023-11-14,141,162.57,165.04,21.14,54.35,1.63,112.63
Pune,2023-04-02,121,47.05,269.31,91.25,72.84,1.95,91.59
Ahmedabad,2023-12-12,158,178.93,182.07,77.73,14.21,1.29,108.88
Kolkata,2023-01-16,67,48.43,107.87,32.77,18.76,1.18,136.64
Bangalore,2023-07-26,124,116.01,183.71,20.37,36.62,1.24,143.98
Chennai,2023-03-03,115,141.55,93.94,112.99,51.64,0.95,44.08
Bangalore,2023-04-20,93,51.56,186.68,35.43,53.63,2.07,117.81
Pune,2023-11-22,164,159.47,236.63,91.0,13.75,0.7,72.28
Kolkata,2023-03-11,143,88.9,268.77,99.8,51.14,2.17,118.65
Chennai,2023-02-25,84,48.2,163.98,89.67,36.04,1.73,18.68
Ahmedabad,2023-11-27,169,164.42,217.91,116.24,66.48,2.28,140.37
Mumbai,2023-03-02,181,173.02,299.34,32.77,5.15,1.15,23.86
Bangalore,2023-07-06,127,171.34,133.68,6.58,8.26,0.92,7.28
Pune,2023-04-24,115,144.17,106.51,20.25,41.91,0.21,141.07
Hyderabad,2023-12-07,91,86.44,129.37,12.97,51.79,1.89,103.04
Hyderabad,2023-06-02,101,53.49,187.12,111.74,74.47,0.99,81.51
Mumbai,2023-02-20,110,94.18,158.36,104.02,37.97,2.36,78.08
Ahmedabad,2023-07-08,144,138.21,209.71,47.91,75.45,0.58,77.55
Chennai,2023-02-28,140,142.46,201.62,36.66,14.18,1.66,91.9
Pune,2023-04-14,128,143.98,147.45,81.79,67.31,0.59,7.78
Ahmedabad,2023-02-28,165,142.93,254.68,97.32,76.95,1.43,75.83
Kolkata,2023-01-13,85,39.2,180.33,36.86,73.86,1.54,90.96
Ahmedabad,2023-10-26,31,19.88,28.89,53.68,8.6,1.6,132.74
Ahmedabad,2023-11-14,130,123.39,160.44,117.26,55.31,1.06,121.01
Ahmedabad,2023-03-14,125,199.48,28.41,108.2,50.57,2.44,72.43
Pune,2023-08-10,66,34.31,117.3,55.07,32.89,1.74,134.32
Hyderabad,2023-01-11,132,159.99,136.54,24.33,39.05,0.33,141.65
Ahmedabad,2023-02-21,110,93.31,168.37,118.31,14.95,0.46,6.26
Pune,2023-12-26,89,49.38,196.56,30.27,3.6,2.1,58.01
Bangalore,2023-05-05,128,67.47,293.1,24.56,72.06,1.99,16.09
Ahmedabad,2023-10-05,97,102.06,104.68,69.79,64.7,0.52,89.2
Ahmedabad,2023-05-08,86,37.37,194.72,36.47,40.05,0.39,71.64
Pune,2023-11-09,112,145.89,98.94,46.84,16.88,1.0,84.35
Bangalore,2023-04-16,103,69.64,170.65,101.61,79.18,2.25,58.86
Mumbai,2023-03-23,121,99.46,203.7,69.35,55.59,1.71,21.97
Ahmedabad,2023-01-18,95,33.41,215.59,52.86,42.08,2.28,134.03
Chennai,2023-08-17,138,106.93,226.15,63.98,69.83,1.13,145.68
Ahmedabad,2023-10-08,116,150.9,98.24,20.14,68.67,0.58,128.87
Mumbai,2023-08-25,138,87.25,272.89,74.44,46.98,1.49,58.82
Kolkata,2023-07-25,130,58.03,282.89,107.81,28.32,1.88,88.12
Hyderabad,2023-07-09,117,197.82,27.07,34.05,42.57,1.4,90.4
Bangalore,2023-01-13,125,128.46,188.08,11.15,31.37,0.73,43.48
Chennai,2023-09-30,80,65.85,86.38,114.08,75.68,1.6,139.06
Pune,2023-07-06,85,122.09,21.8,93.84,56.79,1.62,115.26
Pune,2023-10-13,179,199.92,235.45,50.75,66.55,0.59,9.42
Hyderabad,2023-04-22,101,74.68,162.96,75.74,73.03,1.37,77.68
Pune,2023-06-29,129,62.91,258.83,111.76,79.72,2.03,114.29
Ahmedabad,2023-09-22,102,73.84,150.39,93.94,73.37,0.64,138.74
Bangalore,2023-11-17,91,126.05,75.96,11.39,46.34,1.7,35.56
Delhi,2023-08-09,180,172.73,253.82,111.65,30.54,0.93,113.67
Mumbai,2023-11-06,52,26.63,99.18,53.14,24.82,0.96,47.6
Ahmedabad,2023-12-05,135,131.05,187.24,80.14,17.0,0.88,94.84
Hyderabad,2023-09-01,117,150.42,97.69,37.39,77.14,0.22,108.83
Chennai,2023-08-16,162,128.31,297.23,40.87,28.52,0.38,69.21
Chennai,2023-07-29,167,198.42,171.48,118.26,75.24,1.24,33.78
Mumbai,2023-05-17,105,55.6,218.84,36.39,28.63,1.23,137.42
Mumbai,2023-09-07,31,10.96,36.83,109.05,52.51,0.83,30.69
Ahmedabad,2023-01-05,114,31.81,283.63,95.18,38.07,2.19,41.17
Pune,2023-06-11,133,172.67,119.9,92.11,25.02,0.89,20.52
Kolkata,2023-03-30,171,148.65,283.26,74.44,69.32,2.09,30.13
Hyderabad,2023-10-21,165,139.61,285.97,20.77,59.24,1.65,89.62
Delhi,2023-03-11,143,181.46,116.31,89.3,53.38,2.34,124.04
Kolkata,2023-12-26,161,134.84,271.55,50.94,27.49,0.22,124.85
Hyderabad,2023-07-11,77,29.85,181.52,58.36,11.26,2.46,36.13
Chennai,2023-02-28,134,123.02,226.88,8.73,53.38,1.42,19.97
Delhi,2023-07-24,106,117.92,102.98,112.91,65.86,2.46,42.65
Pune,2023-07-05,86,91.93,117.31,10.79,6.12,1.79,71.4
Ahmedabad,2023-04-11,105,126.65,90.8,71.43,30.02,2.09,124.0
Kolkata,2023-04-09,86,76.66,121.52,97.66,27.6,0.68,17.28
Chennai,2023-03-19,154,183.45,178.39,26.01,12.89,1.53,115.47
Hyderabad,2023-08-29,61,62.39,77.19,6.93,54.98,0.38,66.01
Delhi,2023-01-26,134,188.05,107.3,33.72,53.02,1.62,53.16
Chennai,2023-01-14,115,170.52,82.72,32.5,41.96,1.98,11.39
Mumbai,2023-12-03,106,133.16,84.81,83.36,75.33,0.31,51.35
Hyderabad,2023-05-25,190,180.86,289.43,56.07,60.5,1.42,82.98
Hyderabad,2023-08-27,91,64.72,175.77,8.35,72.77,0.56,36.91
Ahmedabad,2023-08-25,97,144.92,46.8,41.53,77.56,0.8,50.39
Delhi,2023-09-21,61,19.54,150.09,48.66,26.69,0.86,18.25
Kolkata,2023-05-26,92,18.18,238.67,50.8,36.62,2.26,100.42
Kolkata,2023-05-02,56,55.06,50.13,93.33,41.04,1.2,41.18
Delhi,2023-04-06,125,62.13,272.44,29.75,70.98,1.49,125.13
Mumbai,2023-04-06,152,193.49,130.64,88.76,28.97,1.74,121.79
Kolkata,2023-07-12,126,86.04,239.32,35.58,79.25,0.26,92.51
Pune,2023-09-27,100,140.73,53.71,112.93,16.13,1.63,37.29
Pune,2023-09-13,173,184.22,237.36,20.01,46.1,1.22,120.6
Delhi,2023-11-10,113,74.7,245.39,11.02,14.45,0.97,16.14
Mumbai,2023-01-11,176,167.73,285.51,40.03,22.63,0.84,45.27
Chennai,2023-10-25,128,186.11,79.84,53.3,2.76,2.17,111.02
Ahmedabad,2023-09-19,122,158.51,107.84,33.51,56.42,1.04,87.1
Kolkata,2023-05-10,75,21.76,169.9,70.1,60.61,0.5,79.41
Pune,2023-01-12,68,87.99,65.73,30.5,26.77,0.8,17.7
Delhi,2023-07-27,45,46.72,34.16,77.04,24.41,0.84,53.14
Pune,2023-06-29,102,103.58,143.79,43.46,32.78,1.42,28.4
Delhi,2023-01-21,157,163.03,232.85,22.7,13.64,0.82,57.36
Kolkata,2023-08-12,84,139.14,35.87,8.99,32.57,1.8,33.05
Kolkata,2023-08-09,81,75.52,114.45,40.87,11.52,0.46,98.98
Bangalore,2023-08-27,110,160.2,59.51,67.74,10.24,0.3,100.18
Mumbai,2023-06-14,37,25.58,29.78,118.82,4.34,1.22,78.17
Bangalore,2023-05-27,75,42.12,118.51,92.59,41.55,1.67,147.85
Ahmedabad,2023-11-18,105,92.53,145.0,76.16,53.9,1.35,98.5
Pune,2023-09-02,81,91.63,98.1,19.86,9.76,1.59,80.92
Bangalore,2023-04-05,108,99.48,157.83,27.43,52.86,2.0,119.76
Delhi,2023-10-07,70,107.21,37.08,38.1,9.28,2.42,24.59
Mumbai,2023-10-10,131,122.91,188.88,83.49,46.88,1.19,45.01
Chennai,2023-04-06,98,52.99,213.86,31.83,50.78,1.92,36.71
Hyderabad,2023-09-03,87,34.89,189.68,102.69,5.51,1.89,54.49
Delhi,2023-03-30,135,186.48,112.95,58.51,3.07,0.39,42.5
Bangalore,2023-02-08,119,129.96,139.39,68.04,15.62,0.88,101.25
Kolkata,2023-07-13,100,19.58,269.31,71.34,45.99,1.35,15.06
Kolkata,2023-12-23,114,124.17,115.47,110.49,33.71,0.53,108.63
Bangalore,2023-01-22,138,109.84,215.39,108.53,63.79,1.76,103.55
Delhi,2023-10-21,48,66.21,20.31,36.27,19.0,1.72,96.89
Kolkata,2023-08-19,83,13.09,224.06,42.21,53.87,1.48,54.7
Ahmedabad,2023-01-15,106,27.94,252.83,110.62,52.68,0.44,63.29
Ahmedabad,2023-09-13,100,158.17,53.1,5.0,57.55,1.02,41.9
Kolkata,2023-07-09,148,112.66,258.32,115.13,46.13,1.38,17.33
Chennai,2023-04-05,106,82.2,190.0,49.7,20.74,0.42,50.66
Pune,2023-04-06,125,43.61,296.45,56.07,43.49,2.21,149.36
Kolkata,2023-07-12,92,70.81,153.41,41.6,40.14,2.18,90.88
Ahmedabad,2023-06-10,97,130.16,55.93,71.53,56.09,1.81,114.25
Bangalore,2023-08-31,130,104.99,224.47,76.2,16.56,0.26,46.26
Bangalore,2023-04-21,145,127.25,257.99,27.57,11.79,2.42,20.67
Delhi,2023-10-26,117,62.79,236.02,79.97,66.93,2.44,73.75
Pune,2023-09-24,145,131.18,249.62,9.78,40.85,1.79,41.59
Kolkata,2023-08-08,179,180.61,246.78,72.06,58.96,1.04,97.94
Hyderabad,2023-11-20,96,46.09,216.49,68.99,29.97,2.3,8.04
Ahmedabad,2023-07-27,93,20.81,234.63,85.74,27.85,1.75,62.41
Chennai,2023-01-07,105,96.29,135.44,112.49,21.57,0.48,89.76
Pune,2023-11-09,63,81.79,37.37,44.02,41.46,0.57,100.42
Chennai,2023-07-27,113,31.69,283.49,105.36,37.26,2.47,5.03
Mumbai,2023-02-16,120,127.12,148.08,50.65,37.52,1.15,110.92
Chennai,2023-07-29,57,47.55,70.55,35.18,42.97,0.46,130.88
Chennai,2023-01-01,88,40.88,209.17,9.38,50.36,1.81,36.16
Pune,2023-06-27,150,175.66,181.55,44.73,64.63,1.44,16.5
Mumbai,2023-02-01,138,182.52,130.97,39.08,13.19,0.55,67.75
Bangalore,2023-01-17,98,109.5,109.35,59.04,41.19,0.66,50.68
Delhi,2023-04-18,135,184.0,120.74,40.3,17.23,1.76,51.85
Delhi,2023-03-28,89,71.88,130.36,74.38,64.53,1.28,66.29
Kolkata,2023-12-23,95,11.99,270.62,22.15,63.3,1.62,54.57
Kolkata,2023-11-28,118,164.73,98.49,20.2,36.31,1.68,60.24
Kolkata,2023-10-01,150,123.9,272.67,49.07,18.87,1.22,12.01
Delhi,2023-01-11,152,167.0,184.64,45.61,64.38,1.48,124.76
Kolkata,2023-01-25,64,94.62,24.08,33.45,69.57,0.58,65.19
Mumbai,2023-04-29,73,100.88,25.89,99.26,66.34,2.01,46.09
Mumbai,2023-11-26,107,113.17,124.67,76.91,2.96,0.53,112.63
Hyderabad,2023-02-04,63,19.72,131.38,63.85,39.7,1.08,126.68
Bangalore,2023-06-24,74,106.08,37.37,13.18,46.76,1.5,132.31
Bangalore,2023-11-30,112,192.36,33.63,16.27,5.44,0.63,83.48
Hyderabad,2023-01-01,106,72.77,184.98,57.24,37.22,2.35,147.68
Bangalore,2023-06-03,148,153.78,210.56,24.1,6.61,1.79,110.67
Chennai,2023-01-18,113,186.33,45.52,37.88,54.45,0.59,13.04
Ahmedabad,2023-06-04,136,155.53,135.83,80.09,47.21,0.25,148.34
Ahmedabad,2023-11-19,162,193.88,173.96,115.76,10.95,1.33,29.58
Bangalore,2023-04-28,100,127.33,78.18,72.59,10.76,0.96,118.34
Hyderabad,2023-04-24,143,129.27,201.29,102.03,27.34,1.78,144.43
Hyderabad,2023-08-04,98,85.87,134.71,117.5,16.11,2.04,53.46
Pune,2023-08-08,113,89.8,181.94,100.75,64.72,2.19,13.64
Delhi,2023-04-09,75,36.6,136.43,68.09,33.41,1.4,149.5
Ahmedabad,2023-01-28,117,138.34,130.88,20.3,14.38,2.38,132.54
Ahmedabad,2023-03-26,133,198.39,78.33,45.88,54.2,1.31,65.67
Kolkata,2023-03-18,124,122.82,181.17,23.57,38.8,1.47,87.69
Delhi,2023-03-29,93,151.03,27.06,45.81,62.86,1.5,42.87
Chennai,2023-09-02,144,117.8,242.95,89.53,49.59,1.32,24.31
Hyderabad,2023-09-03,112,89.63,187.8,64.08,24.48,0.21,76.95
Chennai,2023-02-07,49,27.35,109.23,17.04,12.03,1.52,13.83
Mumbai,2023-05-26,114,145.74,121.26,19.42,21.78,1.68,44.95
Chennai,2023-05-06,156,119.65,269.38,73.65,65.19,1.19,113.73
Mumbai,2023-11-25,87,118.7,70.62,35.91,17.49,0.77,49.43
Hyderabad,2023-02-14,112,121.72,139.42,75.77,8.36,0.4,29.92
Kolkata,2023-09-01,80,120.01,24.09,46.44,49.18,1.09,130.2
Hyderabad,2023-05-17,72,65.77,94.48,43.27,45.48,1.83,101.07
Pune,2023-05-26,168,178.32,248.5,7.18,59.4,0.68,24.27
Mumbai,2023-07-10,119,53.91,271.27,34.46,19.21,0.52,129.57
Ahmedabad,2023-05-21,110,138.23,86.94,92.17,61.28,0.92,64.55
Pune,2023-04-13,176,195.55,200.77,112.47,25.66,2.0,116.05
Chennai,2023-10-14,144,193.47,130.2,20.03,54.39,1.88,88.38
Delhi,2023-03-11,65,79.72,61.22,28.76,26.43,1.66,62.75
Bangalore,2023-11-14,175,158.84,274.59,47.58,60.6,2.26,127.69
Chennai,2023-12-24,93,131.9,27.16,95.62,72.45,0.82,122.8
Delhi,2023-08-08,125,123.99,155.98,67.78,74.24,2.2,118.84
Bangalore,2023-01-06,170,141.16,284.61,83.49,27.87,1.35,98.63
Delhi,2023-04-25,48,68.15,37.83,25.37,2.4,1.22,17.22
Kolkata,2023-07-03,130,54.77,284.2,105.19,24.58,2.0,121.47
Hyderabad,2023-06-06,145,150.98,209.76,34.02,70.1,0.59,12.78
Mumbai,2023-01-01,137,100.34,257.75,49.09,15.13,2.12,84.59
Delhi,2023-03-04,137,146.87,163.11,74.5,37.95,2.11,125.29
Bangalore,2023-06-24,109,30.03,254.88,82.17,56.37,1.03,132.5
Ahmedabad,2023-04-26,72,31.39,134.18,106.93,5.68,2.41,103.48
Bangalore,2023-09-04,73,61.41,89.66,113.34,25.27,1.98,62.0
Ahmedabad,2023-09-13,73,12.04,172.39,117.21,30.79,1.02,54.89
Delhi,2023-03-23,142,93.73,266.38,63.13,41.61,0.52,147.5
Kolkata,2023-07-28,141,95.74,263.37,65.96,38.5,1.14,123.56
Hyderabad,2023-09-29,158,172.12,208.59,20.8,23.6,0.31,139.97
Pune,2023-12-16,161,123.25,298.81,55.06,73.81,0.99,12.94
Ahmedabad,2023-07-20,79,89.55,81.5,5.03,73.37,2.14,112.63
Pune,2023-06-06,41,32.87,38.93,88.26,74.45,1.19,22.28
Bangalore,2023-05-05,86,76.28,124.95,76.45,58.06,0.45,10.16
Kolkata,2023-11-14,46,54.22,35.07,26.84,5.04,1.1,121.35
Hyderabad,2023-04-23,120,94.39,209.16,63.52,69.19,2.19,6.44
Delhi,2023-12-20,149,97.54,296.88,60.57,78.98,1.94,41.05
Chennai,2023-03-09,182,198.51,260.11,16.2,57.1,0.99,6.01
Bangalore,2023-10-25,112,54.6,249.28,43.79,66.55,0.2,49.63
Chennai,2023-01-24,86,112.14,71.78,54.24,6.79,0.72,57.67
Hyderabad,2023-01-22,185,195.72,246.2,89.8,43.89,2.13,54.2
Delhi,2023-09-04,148,198.82,108.1,82.51,67.86,2.31,109.1
Pune,2023-02-26,100,23.4,274.64,26.86,66.06,1.45,16.29
Mumbai,2023-08-07,101,150.2,58.92,55.61,39.66,0.69,21.76
Bangalore,2023-03-15,77,105.47,24.03,97.34,78.5,1.59,78.04
Delhi,2023-10-29,174,190.98,231.27,56.23,48.19,1.81,33.17
Chennai,2023-05-20,158,161.32,227.05,79.24,14.15,1.46,17.68
Delhi,2023-02-14,118,45.33,286.23,29.14,22.35,2.43,111.53
Bangalore,2023-04-19,116,172.06,52.43,86.18,41.29,2.11,78.68
Kolkata,2023-04-29,111,100.77,153.88,93.32,51.03,1.66,70.29
Chennai,2023-05-31,167,151.69,251.26,85.1,74.08,2.09,86.47
Bangalore,2023-08-12,165,186.0,193.37,99.85,55.73,1.47,40.07
Chennai,2023-03-15,172,193.87,204.17,69.91,74.77,1.55,81.28
Kolkata,2023-06-04,106,145.41,74.08,59.2,38.86,1.07,80.01
Hyderabad,2023-09-28,73,47.88,135.46,13.31,46.91,2.16,110.17
Ahmedabad,2023-04-27,64,83.49,42.56,21.92,25.24,0.41,137.07
Delhi,2023-12-18,82,101.93,54.51,40.38,74.23,0.57,145.05
Ahmedabad,2023-07-22,80,55.64,144.26,37.47,8.31,2.22,110.69
Bangalore,2023-04-11,100,123.88,76.35,107.38,10.96,0.21,77.79
Ahmedabad,2023-02-16,109,177.37,33.89,34.56,38.27,0.72,112.87
Bangalore,2023-01-26,96,90.52,115.8,115.58,36.7,1.32,55.99
Delhi,2023-10-02,146,118.1,233.41,98.36,28.66,1.2,128.03
Mumbai,2023-07-19,182,160.85,283.48,76.67,59.85,2.05,127.53
Kolkata,2023-05-09,62,19.74,132.53,82.48,37.13,1.92,56.76
Ahmedabad,2023-05-28,105,45.42,229.82,67.76,17.92,0.87,113.55
Hyderabad,2023-07-31,129,51.05,290.84,87.24,76.66,1.18,73.89
Bangalore,2023-08-06,127,109.76,218.04,34.0,36.84,0.48,34.87
Bangalore,2023-03-07,54,14.2,120.23,43.37,32.24,0.52,112.03
Bangalore,2023-07-06,156,188.36,157.86,85.6,68.73,1.16,49.86
Bangalore,2023-08-26,100,23.0,271.27,18.73,27.57,2.08,91.61
Mumbai,2023-03-12,121,115.54,183.5,28.8,68.41,0.39,56.63
Hyderabad,2023-01-11,120,62.08,251.75,90.08,63.54,0.47,25.38
Kolkata,2023-01-17,141,108.43,229.44,101.2,56.94,2.34,112.12
Pune,2023-01-14,104,60.37,214.93,27.18,9.23,1.42,124.14
Chennai,2023-05-25,166,160.46,247.24,60.46,6.47,0.6,107.58
Hyderabad,2023-08-02,149,180.69,183.15,19.27,11.47,1.86,31.65
Hyderabad,2023-11-03,65,102.57,26.93,33.61,33.82,0.84,24.77
Bangalore,2023-01-10,127,164.5,92.09,94.06,32.07,1.37,129.12
Delhi,2023-12-08,110,116.05,117.16,112.28,73.97,1.36,52.54
Kolkata,2023-10-21,66,16.98,152.94,43.68,73.8,0.23,85.16
Delhi,2023-10-21,80,102.15,43.91,116.83,42.4,1.61,39.31
Ahmedabad,2023-10-16,64,91.54,40.97,17.21,67.32,0.75,33.27
Kolkata,2023-06-29,141,81.82,294.73,58.62,63.77,1.13,66.62
Pune,2023-10-14,63,18.58,142.61,102.06,22.47,1.17,10.79
Mumbai,2023-09-03,116,134.22,118.06,75.98,71.02,0.73,63.62
Chennai,2023-05-19,154,175.03,178.1,64.41,24.2,1.39,127.99
Delhi,2023-08-17,63,65.11,76.41,35.5,15.24,0.42,65.77
Chennai,2023-01-18,163,183.43,190.9,67.84,21.48,0.99,128.55
Mumbai,2023-07-05,77,107.8,47.88,6.84,77.17,1.07,92.47
Delhi,2023-05-07,167,139.79,281.12,71.2,11.84,1.54,116.12
Ahmedabad,2023-09-28,164,177.17,201.63,108.41,50.63,0.5,49.91
Delhi,2023-09-05,176,182.68,232.91,82.79,25.48,0.62,114.69
Chennai,2023-01-11,173,142.2,284.38,119.48,37.12,0.78,69.21
Pune,2023-05-31,147,190.9,115.72,118.37,67.41,2.06,51.1
